Cat. Nr.,Common Name,Length,Recordist,Date,Time,Country,Location,Elevation,Type,Remarks,Quality,MP3 Link
XC76179,Ruddy Pigeon,0:26,,2010-07-22,07:00,Brazil,"Presidente Figueiredo, Amazonas",50,song,[sono],C,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/MZ67patagioenassubvinaceaMelo.mp3
XC67064,Ruddy Pigeon,0:25,,2004-08-14,06:30:00,Brazil,"Borba, Amazonas",30,song,Terra firme forest.,C,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/COLSUB18.mp3
XC67062,Ruddy Pigeon,0:10,,2002-10-06,16:30:00,Brazil,"Rio Cuieiras, Amazonas",50,"call, song, song and calls.",Terra firme forest. One natural song and calls after playback.,C,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/COLSUB13.mp3
XC854327,Ruddy Pigeon,0:07,,2020-12-28,07:30,Brazil,"Manacapuru, Amazonas",30,,[sono],D,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC854327-301585361.mp3
XC6150,Spot-backed Antwren,0:43,,1985-09-11,?,Venezuela,"San Carlos del Rio Negro, Amazonas",119,song,[sono],,//xeno-canto.org/sounds/uploaded/IHIOGGZVQA/Herpsilochmus_dorsimaculatus_36b2156_850611.mp3
XC494057,Spot-backed Antwren,0:21,,2019-08-01,11:15,Brazil,"Presidente Figueiredo, Amazonas",70,song,,A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494057-1-8-2019%2011e15%20Chorozinho%20de%20costas%20manchadas%20e%20ferreirinho%20arapacu.mp3
XC493994,Spot-backed Antwren,0:10,,2019-07-31,8:12,Brazil,"Manaus, Amazonas",110,song,,A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493994-31-7-2019%208e12%20Chorozinho.mp3
XC493843,Spot-backed Antwren,0:13,,2019-07-30,8:17,Brazil,"Manaus, Amazonas",110,song,,A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC493843-30-7-2019%208e17%20Maitaca%20CHOROZINHO%20e%20outros.mp3
XC224132,Spot-backed Antwren,0:51,,2006-07-24,09:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 100%. (Archiv. tape 394 side A track 9 seq. A),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224132-Spot-backed%20Antwren%20A%207445.mp3
XC224131,Spot-backed Antwren,0:30,,2006-07-24,09:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 100%. (Archiv. tape 394 side A track 8 seq. B),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224131-Spot-backed%20Antwren%20A%207444.mp3
XC88792,Spot-backed Antwren,0:31,,1998-12-21,17:18,Brazil,"São Gabriel da Cachoeira, Amazonas",70,call,Left bank of rio Negro. Terra firme forest edge. Pair.,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/HERDOR11.mp3
XC660286,Spot-backed Antwren,0:09,,2019-08-18,13:51,Colombia,"Puerto Santander, Amazonas",260,song,[sono],B,//xeno-canto.org/sounds/uploaded/OVSRKOPXGK/XC660286-Herpsilochmus_dorsimaculatus_pto_santander_1681.mp3
XC505827,Spot-backed Antwren,0:25,,2019-11-04,07:00,Brazil,"São Gabriel da Cachoeira, State of Amazonas",70,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC505827-Herpsilochmus%20dorsimaculatus_sao%20gabriel_1099.mp3
XC504593,Spot-backed Antwren,1:19,,2019-03-22,08:00,Brazil,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",80,song,Recording made in the canopy tower.,B,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504593-LS110805%20Spot-backed%20Antwren%20MUSA.mp3
XC325797,Spot-backed Antwren,0:25,,2016-07-03,08:00,Brazil,"Silves, Amazonas",40,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC325797-Herpsilochmus%20dorsimaculatus_Itapiranga_1202.mp3
XC301979,Spot-backed Antwren,0:54,,1998-12-21,09:33,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,"right bank of rio Negro - terra firme forest, with thick undergrowth around treefall - with mixed flock",B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301979-HERDOR14.mp3
XC287362,Spot-backed Antwren,1:12,,2015-09-15,09:30,Brazil,"PN Jau 2, State of Amazonas",20,"call, song",Natural songs and some calls from an unseen pair that was part of a canopy flock about 20m up in terra firme forest beside treefall gap.,B,//xeno-canto.org/sounds/uploaded/WOEAFQRMUD/XC287362-Herpsilochmus%20dorsimaculatus150915_T190.mp3
XC224137,Spot-backed Antwren,1:42,,2006-07-17,08:15,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,song,ID certainty 100%. (Archiv. tape 391 side A track 31 seq. B),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224137-Spot-backed%20Antwren%20B%207442.mp3
XC224136,Spot-backed Antwren,0:44,,2006-07-17,08:00,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,song,ID certainty 100%. (Archiv. tape 391 side A track 30 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224136-Spot-backed%20Antwren%20B%207441.mp3
XC224135,Spot-backed Antwren,1:12,,2006-07-24,10:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 394 side A track 13 seq. B),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224135-Spot-backed%20Antwren%20B%207447.mp3
XC224134,Spot-backed Antwren,0:26,,2006-07-24,10:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 100%. (Archiv. tape 394 side A track 11 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224134-Spot-backed%20Antwren%20B%207446.mp3
XC224133,Spot-backed Antwren,0:56,,2006-07-24,09:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 100%. (Archiv. tape 394 side A track 8 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224133-Spot-backed%20Antwren%20A%207443.mp3
XC171117,Spot-backed Antwren,0:23,,2014-03-11,16:00,Brazil,"Manaus, Amazonas",130,song,[sono],B,//xeno-canto.org/sounds/uploaded/DVJCMXOTVL/XC171117-Herpsilochmus%20dorsimaculatus%20Manaus-AM.mp3
XC38683,Spot-backed Antwren,0:35,,2009-07-23,?:?,Brazil,"Novo Airao, Amazonas",?,song,after playback,B,//xeno-canto.org/sounds/uploaded/GKADEITXTH/Herpsilochmus%20dorsimaculatuspbk20090723.mp3
XC591727,Spot-backed Antwren,0:37,,2020-09-25,07:30,Brazil,"Tabatinga, State of Amazonas",100,song,[sono],C,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC591727-Herpsilochmus%20dorsimaculatus_Tabatinga_1163.mp3
XC505315,Spot-backed Antwren,0:05,,2019-08-13,08:00,Brazil,"Manacapuru, Amazonas",40,song,[sono],C,//xeno-canto.org/sounds/uploaded/VWCBCAIJUC/XC505315-190813_1323%20Herpsilochmus%20dorsimaculatus.mp3
XC301037,Spot-backed Antwren,0:39,,1998-12-17,10:47,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,right bank of rio Negro -  terra firme forest,C,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301037-HERDOR13.mp3
XC144169,Spot-backed Antwren,0:13,,2013-07-10,09:35,Brazil,"Silves, Amazonas",30,song,[sono],C,//xeno-canto.org/sounds/uploaded/VPCOOSQDRP/XC144169-TBKS%20%20_0086_Herpsilochmus%20dorsimaculatus%20%282%29.mp3
XC76222,Spot-backed Antwren,0:10,,2010-07-20,08:00,Brazil,"Presidente Figueiredo, Amazonas",50,song,[sono],C,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/mz32HerpsilochmusdorsimaculatusMMelo200720100800.mp3
XC660283,Spot-backed Antwren,0:07,,2019-08-17,08:09,Colombia,"Puerto Santander, Amazonas",150,song,[sono],D,//xeno-canto.org/sounds/uploaded/OVSRKOPXGK/XC660283-_1630_220_Herpsilochmus_dorsimaculatus.mp3
XC119119,Spot-backed Antwren,0:12,,2011-01-23,08:30,Brazil,"Manaus, Amazonas",120,call,[sono],D,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119119-Herpsilochimus%20dorsimaculatus_Presidente%20Figueiredo.MP3
XC504602,Guianan Warbling Antbird,1:27,,2019-03-23,08:00,Brazil,"Ramal Pau de Rosa, Manaus, Amazonas",90,song,Male and female duetting.,A,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC504602-LS110816%20Guianan%20Warbling%20Antbird%20kn%20duet%20Pau%20Rosa.mp3
XC468937,Guianan Warbling Antbird,0:36,,2015-07-25,07:30,Brazil,"Presidente Figueiredo, Amazonas",150,song,[sono],A,//xeno-canto.org/sounds/uploaded/AKHCFQUKLZ/XC468937-Hypocnemis%20cantator-Pres.Figuei-Felipe%20Arantes.mp3
XC417784,Guianan Warbling Antbird,0:41,,2018-05-29,06:30,Brazil,"Itacoatiara, Itacoatiara, Amazonas",20,song,[sono],A,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC417784-Hypocnemis%20cantator_Novo%20remanso_1040.mp3
XC394451,Guianan Warbling Antbird,0:05,,1994-00-00,?,Brazil,"BDFFP, Amazonas state",110,call,[sono],A,//xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC394451-INPA%20-%20Hypocnemis%20cantator%20%28Guianan%20Warbling-Antbird%29.mp3
XC224497,Guianan Warbling Antbird,0:31,,2006-07-17,07:30,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,call,ID certainty 100%. (Archiv. tape 391 side A track 25 seq. A),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224497-Warbling%20Antbird%20A%208001.mp3
XC188552,Guianan Warbling Antbird,1:07,,2014-07-17,08:00,Brazil,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",80,song,[sono],A,//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/XC188552-Hypocnemis%20cantator%201%2017-07-2014%208%20horas.mp3
XC40918,Guianan Warbling Antbird,0:19,,2009-10-30,09:00,Brazil,"Vivenda Fênnix, Ramal do Urubuí, Presidente Figueiredo, Amazonas",90,song,[sono],A,//xeno-canto.org/sounds/uploaded/WZSVLIHYQF/Hypocnemis_cantator_Pres_Figueiredo_AM_30_10_2009_RSS.mp3
XC392082,Guianan Warbling Antbird,0:14,,2017-11-06,09:30,Brazil,"Presidente Figueiredo, Presidente Figueiredo, Amazonas",110,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC392082-Hypocnemis%20cantator_PF_1972.mp3
XC326690,Guianan Warbling Antbird,0:30,,2016-07-09,08:00,Brazil,"Manaus, Amazonas",110,call,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC326690-Hypocnemis%20cantator_Rio%20Preto_1270.mp3
XC243408,Guianan Warbling Antbird,0:55,,2014-11-25,05:44,Brazil,"Presidente Figueiredo, Presidente Figueiredo, Amazonas",90,song,,B,//xeno-canto.org/sounds/uploaded/WAQXGRSRTQ/XC243408-141125_0301%20-%20Hypocnemis%20cantator.mp3
XC224500,Guianan Warbling Antbird,0:17,,2006-07-17,06:45,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,song,ID certainty 100%. (Archiv. tape 391 side A track 15 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224500-Warbling%20Antbird%20B%208000.mp3
XC119288,Guianan Warbling Antbird,0:26,,2010-09-30,09:30,Brazil,"Presidente Figueiredo, Amazonas",40,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119288-Hypocnemis%20cantator_Balbina.MP3
XC76492,Guianan Warbling Antbird,0:14,,2010-07-25,08:10,Brazil,"Presidente Figueiredo, Amazonas",50,song,foraging;,B,//xeno-canto.org/sounds/uploaded/MRGDYNJGUJ/MZ000182%20Hypocnemis%20cantatorMMelo.mp3
XC73673,Guianan Warbling Antbird,2:06,,2005-10-06,10:35,Brazil,"Presidente Figueiredo, 110 km north of Manaus, Amazonas State",150,song,"track T25. Habitat: Degraded, riverine, viney, low stature forest. Weather: Overcast; light rain. Perch height: 2m. Distance to observer: 5m. Id-ed by: Sight. Sex of main vocalizer: M. Number vocalizing: 1.",B,//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/Hypocnemis_cantator_peruviana_T25.mp3
XC73671,Guianan Warbling Antbird,2:17,,2009-04-12,?:?,Brazil,"Presidente Figueiredo, 110 km north of Manaus, Amazonas State",?,"call, song",track T2025.,B,//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/Hypocnemis_cantator__pair_9__T2025.mp3
XC73670,Guianan Warbling Antbird,1:37,,2009-04-12,?:?,Brazil,"Presidente Figueiredo, 110 km north of Manaus, Amazonas State",?,"duet, song",After playback; track T2021.,B,//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/Hypocnemis_cantator__pair_8__T2021.mp3
XC73668,Guianan Warbling Antbird,0:56,,2009-04-12,?:?,Brazil,"Presidente Figueiredo, 110 km north of Manaus, Amazonas State",?,song,track T2019.,B,//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/Hypocnemis_cantator__pair_8__T2019.mp3
XC73665,Guianan Warbling Antbird,0:49,,2009-04-11,?:?,Brazil,"Presidente Figueiredo, 110 km north of Manaus, Amazonas State",?,song,After playback. track T2009.,B,//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/Hypocnemis_cantator__pair_7_08h00__T2009.mp3
XC73659,Guianan Warbling Antbird,1:54,,2009-04-12,?:?,Brazil,"Presidente Figueiredo, 110 km north of Manaus, Amazonas State",?,call,track T2017.,B,//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/Hypocnemis_cantator__calls__T2017.mp3
XC73657,Guianan Warbling Antbird,2:26,,2009-04-09,?:?,Brazil,"Presidente Figueiredo, 110 km north of Manaus, Amazonas State",?,song,track T1980.,B,//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/Hypocnemis_cantator__10h40_pair_3__T1980.mp3
XC224503,Guianan Warbling Antbird,0:54,,2006-07-17,06:30,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,song,ID certainty 100%. (Archiv. tape 391 side A track 9 seq. A),C,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC224503-Warbling%20Antbird%20C%207999.mp3
XC617039,Guianan Warbling Antbird,0:02,,2020-12-23,07:00,Brazil,"Close to Ramal do Pau Rosa, Manaus, Amazonas",100,song,[sono],D,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC617039-guianan%20warbling%20antbird.mp3
XC302101,White-flanked Antwren,0:39,,1998-12-21,16:37,Brazil,"São Gabriel da Cachoeira, Amazonas",70,"call, 2-note call by female","left bank of rio Negro - terra firme forest edge, beside road - part of this cut, including only Thamnophilus amazonicus, was previously uploaded as",A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC302101-MYRAXI07.mp3
XC301885,White-flanked Antwren,0:57,,1998-12-20,06:35,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,left bank of rio Negro - terra firme forest edge - natural song of bird recorded after playback in,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301885-MYRAXI76.mp3
XC226456,White-flanked Antwren,0:41,,2006-07-22,07:30,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,call,ID certainty 100%. (Archiv. tape 393 side A track 12 seq. A),A,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226456-White-flanked%20Antwren%20A%207324.mp3
XC210047,White-flanked Antwren,0:41,,2009-03-06,?,Venezuela,"Orinoquia Lodge, Orinoco River Edo. Amazonas",80,call,[sono],A,//xeno-canto.org/sounds/uploaded/VROUALCTKG/XC210047-White-flanked%20Antwren%20%28call%2C%20Orinoquia%20Lodge%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC210045,White-flanked Antwren,0:12,,2009-03-09,?,Venezuela,"Junglaven Lodge, Amazonas",120,call,[sono],A,//xeno-canto.org/sounds/uploaded/VROUALCTKG/XC210045-White-flanked%20Antwren%20%28call%2C%20Junglaven%2C%20Venezuela%2C%20mar2009%2C%201%29.mp3
XC88611,White-flanked Antwren,0:23,,1998-12-20,06:36,Brazil,"São Gabriel da Cachoeira, Amazonas",70,song,Left bank of rio Negro- terra firme forest edge,A,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/MYRAXI05.mp3
XC441602,White-flanked Antwren,0:25,,2018-06-29,06:01,Brazil,"Cabo Frio, Amazonas",140,call,,B,//xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC441602-180629_05%20Myrmotherula%20axillaris%20call.mp3
XC437951,White-flanked Antwren,0:55,,2018-06-27,06:49,Brazil,"Cabo Frio, Amazonas",140,call,Hypocnemis cantator song heard in background (not seen).,B,//xeno-canto.org/sounds/uploaded/QCRJBRYRWW/XC437951-180627_05%20Myrmotherula%20axillaris%20call.mp3
XC301928,White-flanked Antwren,0:30,,1998-12-21,06:35,Brazil,"São Gabriel da Cachoeira, Amazonas",70,"call, song",right bank of rio Negro - igapó forest - beside fallen tree over small igarapé,B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/XC301928-MYRAXI78.mp3
XC226469,White-flanked Antwren,0:19,,1993-11-01,?,Venezuela,"Junglaven area, Amazonas",100 - 300,call,ID certainty 90%. (Archiv. tape 5 side B track 4 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226469-White-flanked%20Antwren%20%207288.mp3
XC226468,White-flanked Antwren,0:11,,1993-11-01,?,Venezuela,"Junglaven area, Amazonas",100 - 300,call,ID certainty 90%. (Archiv. tape 5 side B track 42 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226468-Ruddy%20Spinetail%20%205306.mp3
XC226467,White-flanked Antwren,0:17,,2006-07-17,10:00,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,"call, rattle call",ID certainty 100%. (Archiv. tape 391 side B track 13 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226467-White-flanked%20Antwren%20B%207318.mp3
XC226466,White-flanked Antwren,0:22,,2006-07-17,10:00,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,"call, rattle call",ID certainty 100%. (Archiv. tape 391 side B track 11 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226466-White-flanked%20Antwren%20B%207317.mp3
XC226465,White-flanked Antwren,0:28,,2006-07-17,10:00,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,"call, rattle call",ID certainty 100%. (Archiv. tape 391 side B track 10 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226465-White-flanked%20Antwren%20B%207316.mp3
XC226462,White-flanked Antwren,0:12,,2006-07-20,10:30,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,"call, rattle call",ID certainty 90%. (Archiv. tape 392 side B track 22 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226462-White-flanked%20Antwren%20B%207323.mp3
XC226461,White-flanked Antwren,0:44,,2006-07-20,09:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 90%. (Archiv. tape 392 side B track 14 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226461-White-flanked%20Antwren%20B%207321.mp3
XC226460,White-flanked Antwren,1:01,,2006-07-20,06:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 90%. (Archiv. tape 392 side A track 41 seq. B),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226460-White-flanked%20Antwren%20B%207320.mp3
XC226459,White-flanked Antwren,0:24,,2006-07-20,06:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,song,ID certainty 90%. (Archiv. tape 392 side A track 41 seq. A),B,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226459-White-flanked%20Antwren%20B%207319.mp3
XC119623,White-flanked Antwren,0:34,,2012-08-14,09:30,Brazil,"Tapauá, Amazonas",30,"call, song",[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC119623-Myrmotherula%20axillaris_Tapaua_1218.MP3
XC88613,White-flanked Antwren,0:20,,1998-12-18,07:30,Brazil,"São Gabriel da Cachoeira, Amazonas",70,call,"Left bank of rio Negro. White sand forest edge. Female, after playback.",B,//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/MYRAXI04.mp3
XC73347,White-flanked Antwren,1:27,,2009-04-15,?:?,Brazil,"Tupana lodge, Amazonas",100,song,"Sounds of mixed flock and Cercomacra serva, Thamnophilus aethiops, etc.",B,//xeno-canto.org/sounds/uploaded/IKMWQIXRNV/Cercomacra_serva__songs__T2115.mp3
XC38703,White-flanked Antwren,0:52,,2009-07-15,?:?,Brazil,"Borba, Amazonas",?,song,natural recording,B,//xeno-canto.org/sounds/uploaded/GKADEITXTH/MYRAXIcht20090715.mp3
XC226485,White-flanked Antwren,0:05,,2006-07-17,06:00,Brazil,"Iracema falls, Presidente Figueiredo, Amazonas",,song,ID certainty 100%. (Archiv. tape 391 side A track 7 seq. B),C,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226485-White-flanked%20Antwren%20C%207315.mp3
XC226484,White-flanked Antwren,0:17,,2006-07-20,10:00,Brazil,"Tabajos tracks, Sao Gabriel da Cachoeira, Amazonas",,"call, rattle call",ID certainty 90%. (Archiv. tape 392 side B track 21 seq. A),C,//xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC226484-White-flanked%20Antwren%20C%207322.mp3
XC562271,Screaming Piha,2:58,,2011-11-18,09:26,Brazil,"Novo Aripuanã, State of Amazonas",60,song,[sono],A,//xeno-canto.org/sounds/uploaded/KSLIVJJNPD/XC562271-Screaming%20piha.mp3
XC494078,Screaming Piha,0:07,,2019-08-02,10:52,Brazil,"Presidente Figueiredo, Amazonas",70,song,,A,//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/XC494078-2-8-2019%2010e52%20CRICIRO%20Choca%20e%20outros.mp3
XC445021,Screaming Piha,0:07,,2002-08-24,07:30,Brazil,"Reserca Adolpho Ducke, Manaus, State of Amazonas",110,"call, song",Song or call from a grey bird in the upper canopy. Identified by Dan lane.,A,//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/XC445021-UnknownPihaDuckeTape29.mp3
XC391890,Screaming Piha,8:30,,2017-09-13,08:45,Brazil,"Tauary, Tefé, State of Amazonas",60,song,Two Screaming Piha in the Amazonian Rain Forest in Brasil,A,//xeno-canto.org/sounds/uploaded/VVKKXTTYAD/XC391890-Screaming%20Piha%20x%202%20-%20fore%CC%82t%20-%20matin%20-%20AB%20BR-170913T02.mp3
XC346015,Screaming Piha,1:12,,2016-11-08,09:30,Brazil,"Novo Airão, Amazonas",50,song,Tall terra firme-forest.,A,//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/XC346015-LS110554%20Screaming%20Piha.mp3
XC148608,Screaming Piha,0:31,,2013-07-13,08:30,Brazil,"Silves, Amazonas",30,song,[sono],A,//xeno-canto.org/sounds/uploaded/VPCOOSQDRP/XC148608-Lipaugus%20vociferans.mp3
XC110604,Screaming Piha,0:29,,2000-09-00,4pm,Brazil,"Altazes, Amazonas State",18,song,[sono],A,//xeno-canto.org/sounds/uploaded/NBJQSQJRYH/Lipaugus-vociferans-Altazes-AM-Brazil9-00-ASilveira.mp3
XC40356,Screaming Piha,0:19,,2009-11-03,08:00,Brazil,"Vivenda Fênnix, Ramal do Urubuí, Presidente Figueiredo, Amazonas",90,song,[sono],A,//xeno-canto.org/sounds/uploaded/WZSVLIHYQF/Lipaugus_vociferans_Pres_Figueiredo_AM_3_Nov_2009_RSS.mp3
XC789282,Screaming Piha,2:00,,2022-03-25,16:13,Brazil,"Mapinguari National Park, Amazonas",90,song,Terra firme rain forest.,B,//xeno-canto.org/sounds/uploaded/AUJTABUQWE/XC789282-220325_0211_Screaming_Piha.mp3
XC743542,Screaming Piha,0:59,,2020-08-30,14:00,Colombia,"Leticia, Amazonas",100,song,"El ave fue encontrada perchada a la altura del dosel en un árbol de Abarco, en el trayecto medio del sendero (trocha) a la Quebrada Sufragio, área de tierra firme (Tierra alta), en la zona rural de la ciudad de Leticia, Amazonas.",B,//xeno-canto.org/sounds/uploaded/SSPKAXLBEU/XC743542-Lipaugus%20vociferans%201.MP3
XC617457,Screaming Piha,0:07,,2020-12-24,10:00,Brazil,"Mari Mari, Presidente Figueiredo, Amazonas",160,song,[sono],B,//xeno-canto.org/sounds/uploaded/ESJQFJUOUH/XC617457-screaming%20piha.mp3
XC445770,Screaming Piha,0:07,,2002-08-24,07:30,Brazil,"Reserva Florestal Adolpho Ducke, Manaus, Amazonas",80,"call, song",Song or call from Lipaugus vociferans. The bird was perched in the canopy and the song is somewhat different. Identified by Dan Lane.,B,//xeno-canto.org/sounds/uploaded/JQSYKZHEMB/XC445770-ScreamingPihaDuckeTape29.mp3
XC445456,Screaming Piha,0:42,,2018-12-07,07:00,Brazil,"Itacoatiara, Itacoatiara, Amazonas",20,song,[sono],B,//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/XC445456-Lipaugus%20vociferans_Novo%20remanso_1096.mp3
